feature_label,ipf_mean_expression,control_mean_expression,delta_ipf_vs_control
8014704,5.046810084033614,4.9026446,0.1441654840336133
8015737,6.939461428571427,7.0318558,-0.09239437142857287
8015757,5.229459159663866,5.361277800000002,-0.13181864033613522
8015796,3.6252635294117637,3.6881554000000007,-0.06289187058823709
8016733,5.906766554621848,5.804776200000003,0.10199035462184547
8016787,5.615174285714285,5.793150600000001,-0.1779763142857158
8017096,5.077740084033611,4.9404936,0.13724648403361073
8017098,5.187742605042014,4.9196132000000015,0.26812940504201244
8017619,4.227072016806724,5.4281216,-1.2010495831932761
8018095,2.824749579831933,2.8181575999999997,0.006591979831933159
8018791,4.181975294117648,4.183367199999998,-0.001391905882350386
8018816,6.835208571428573,6.750468800000001,0.08473977142857159
8019649,4.85522268907563,4.887828,-0.03260531092437002
8020025,5.092802941176471,5.1937792,-0.10097625882352901
8020086,5.888482689075629,5.885250599999999,0.003232089075630107
8020088,4.340486218487395,4.300234000000001,0.04025221848739413
8020321,6.003071680672268,5.544155399999999,0.45891628067226886
8020382,2.6358717647058825,2.7139618000000003,-0.07809003529411784
8020451,3.6135456302521,3.4584294,0.15511623025210008
8020650,4.059384369747899,3.829863199999999,0.22952116974789982
